id_origen,id_destino,titulo_origen,titulo_destino,peso,similitud_porcentaje,direccion
5169,3988,Fourfold Properties of Light and its Relevance to ,Potential of quantum computing for drug discovery,0.671481,67.1%,5169 → 3988
5169,8518,Fourfold Properties of Light and its Relevance to ,Feynman Meets Turing: The Infeasibility of Digital,0.684526,68.5%,5169 → 8518
5169,8238,Fourfold Properties of Light and its Relevance to ,Choosing Between Classical and Quantum Computing,0.687519,68.8%,5169 → 8238
5169,2465,Fourfold Properties of Light and its Relevance to ,What is a quantum simulator?,0.70122,70.1%,5169 → 2465
5174,6656,From Gaming to Computational Thinking: An Adaptive,Effects of Game-Based Learning on Students’ Comput,0.635258,63.5%,5174 → 6656
5174,8793,From Gaming to Computational Thinking: An Adaptive,Promoting Computational Thinking Skills Through Ga,0.640053,64.0%,5174 → 8793
5174,2533,From Gaming to Computational Thinking: An Adaptive,Approaches for teaching computational thinking str,0.643072,64.3%,5174 → 2533
5174,7381,From Gaming to Computational Thinking: An Adaptive,Cultivating Computational Thinking through Game-Ba,0.644055,64.4%,5174 → 7381
5175,4783,From Narratives to Systems,The Zeitgeist Juncture of “Big Data” and its Futur,0.61771,61.8%,5175 → 4783
5175,6441,From Narratives to Systems,Addressing big data variety using an automated app,0.632754,63.3%,5175 → 6441
5175,5065,From Narratives to Systems,Deep Learning Models for Heterogeneous Big Data An,0.634049,63.4%,5175 → 5065
5175,1953,From Narratives to Systems,Big data as the new enabler in business and other ,0.63773,63.8%,5175 → 1953
5175,9598,From Narratives to Systems,Modelling big data platforms as knowledge graphs: ,0.642588,64.3%,5175 → 9598
5175,8788,From Narratives to Systems,Privacy Protection and Data Security for Big Data ,0.669576,67.0%,5175 → 8788
5175,7950,From Narratives to Systems,Time series big data: a survey on data stream fram,0.677231,67.7%,5175 → 7950
5175,8135,From Narratives to Systems,An In-Depth Analysis on Mitigating Data Breaches i,0.734992,73.5%,5175 → 8135
5176,7246,From hanging out to figuring it out: Socializing o,Analysis of Sentiment from an Online Learning Plat,0.626385,62.6%,5176 → 7246
5176,4484,From hanging out to figuring it out: Socializing o,Engagement detection in online learning: a review,0.655579,65.6%,5176 → 4484
5176,9567,From hanging out to figuring it out: Socializing o,Leveling up engagement: gamification’s role in cre,0.656327,65.6%,5176 → 9567
5177,2940,From the experimentation to the unification: how t,Different Perceptions of Computer Science,0.611701,61.2%,5177 → 2940
5177,4237,From the experimentation to the unification: how t,4 COMPUTER SCIENCE,0.618518,61.9%,5177 → 4237
5177,41,From the experimentation to the unification: how t,The Computer in Choreography,0.739555,74.0%,5177 → 41
5178,1517,Fully convolutional networks for structural health,Computational simulation and experimental verifica,0.640764,64.1%,5178 → 1517
5178,5581,Fully convolutional networks for structural health,A generalized computational approach to predict hi,0.681151,68.1%,5178 → 5581
5180,3039,Fuzzy Granular Hyperplane Classifiers,Model of a fuzzy autonomation system for a steel w,0.6034,60.3%,5180 → 3039
5180,6296,Fuzzy Granular Hyperplane Classifiers,Trajectory Tracking of a 2-DOF Helicopter System u,0.609347,60.9%,5180 → 6296
5180,6711,Fuzzy Granular Hyperplane Classifiers,Generalized variational inequalities for linguisti,0.619382,61.9%,5180 → 6711
5180,244,Fuzzy Granular Hyperplane Classifiers,Design of a neuro-fuzzy controller,0.626005,62.6%,5180 → 244
5180,2406,Fuzzy Granular Hyperplane Classifiers,Similarity in fuzzy systems,0.631398,63.1%,5180 → 2406
5180,5357,Fuzzy Granular Hyperplane Classifiers,Representation and Reasoning of Fuzzy Knowledge Un,0.662496,66.2%,5180 → 5357
5180,4807,Fuzzy Granular Hyperplane Classifiers,Two computational formulae for similarity measures,0.665277,66.5%,5180 → 4807
5180,1148,Fuzzy Granular Hyperplane Classifiers,Qualification and quantification of fuzzy linguist,0.678384,67.8%,5180 → 1148
5181,7202,Fuzzy Type-1 Triangular Membership Function Approx,Adaptive neuro-fuzzy inference system for customiz,0.651206,65.1%,5181 → 7202
5181,6296,Fuzzy Type-1 Triangular Membership Function Approx,Trajectory Tracking of a 2-DOF Helicopter System u,0.668862,66.9%,5181 → 6296
5181,398,Fuzzy Type-1 Triangular Membership Function Approx,"Interval-valued statistics, fuzzy logic, and their",0.6738,67.4%,5181 → 398
5181,3400,Fuzzy Type-1 Triangular Membership Function Approx,Keynote speakers: From fuzzy logic to neutrosophic,0.674942,67.5%,5181 → 3400
5181,3039,Fuzzy Type-1 Triangular Membership Function Approx,Model of a fuzzy autonomation system for a steel w,0.675443,67.5%,5181 → 3039
5181,168,Fuzzy Type-1 Triangular Membership Function Approx,Book Reviews : Fuzzy Thinking: The New Science of ,0.67559,67.6%,5181 → 168
5181,4807,Fuzzy Type-1 Triangular Membership Function Approx,Two computational formulae for similarity measures,0.68288,68.3%,5181 → 4807
5181,1148,Fuzzy Type-1 Triangular Membership Function Approx,Qualification and quantification of fuzzy linguist,0.716626,71.7%,5181 → 1148
5182,7233,Fuzzy simplified swarm optimization for multisite ,An archetypal determination of mobile cloud comput,0.602612,60.3%,5182 → 7233
5182,2365,Fuzzy simplified swarm optimization for multisite ,PEFC: Performance Enhancement Framework for Cloudl,0.68735,68.7%,5182 → 2365
5184,6268,Google’s lens: computational photography and platf,The platform beat: Algorithmic watchdogs in the di,0.648428,64.8%,5184 → 6268
5184,8982,Google’s lens: computational photography and platf,"The sound of disinformation: TikTok, computational",0.806717,80.7%,5184 → 8982
5186,7391,GraphSIF: analyzing flow of payments in a Business,Data or Business First?—Manufacturers’ Transformat,0.617067,61.7%,5186 → 7391
5186,8979,GraphSIF: analyzing flow of payments in a Business,The potential of neuroscience in transforming busi,0.645376,64.5%,5186 → 8979
5186,5716,GraphSIF: analyzing flow of payments in a Business,Change that Respects Business Expertise: Stories a,0.663774,66.4%,5186 → 5716
5186,3119,GraphSIF: analyzing flow of payments in a Business,Study on Brand Prominence and Brand Preference of ,0.677563,67.8%,5186 → 3119
5186,4802,GraphSIF: analyzing flow of payments in a Business,Towards business partnership recommendation using ,0.681056,68.1%,5186 → 4802
5186,5607,GraphSIF: analyzing flow of payments in a Business,AI business model: an integrative business approac,0.708419,70.8%,5186 → 5607
5186,7326,GraphSIF: analyzing flow of payments in a Business,Comparative Analysis of Quality Assurance Models f,0.717087,71.7%,5186 → 7326
5186,7516,GraphSIF: analyzing flow of payments in a Business,Exploring investor-business-market interplay for b,0.803746,80.4%,5186 → 7516
5189,3729,Hands-on Security Testing in a University Lab Envi,Combinatorial security testing course,0.659509,66.0%,5189 → 3729
5193,1275,How causal information affects decisions,Decision Rule Acquisition Algorithm Based on Assoc,0.638701,63.9%,5193 → 1275
5197,2310,IB-M: A Flexible Framework to Align an Interpretab,Improvement of Adaptable Model Versioning (AMOR) f,0.611602,61.2%,5197 → 2310
5197,4643,IB-M: A Flexible Framework to Align an Interpretab,Orthogonality is superiority in piecewise-polynomi,0.628171,62.8%,5197 → 4643
5199,8798,ICRP Publication 143: Paediatric Reference Computa,Pruning With Scaled Policy Constraints for Light-W,0.616763,61.7%,5199 → 8798
5199,8924,ICRP Publication 143: Paediatric Reference Computa,Tc-llama 2: fine-tuning LLM for technology and com,0.651734,65.2%,5199 → 8924
5199,5451,ICRP Publication 143: Paediatric Reference Computa,The System That Cried Wolf,0.661175,66.1%,5199 → 5451
5199,2758,ICRP Publication 143: Paediatric Reference Computa,Systems biology from virus to humans,0.715157,71.5%,5199 → 2758
5199,4508,ICRP Publication 143: Paediatric Reference Computa,Facile aqueous-phase synthesis of Ag–Cu–Pt–Pd quad,0.769074,76.9%,5199 → 4508
5200,2056,ICRP Publication 145: Adult Mesh-Type Reference Co,Meir-Keeler type contractions in partially ordered,0.674847,67.5%,5200 → 2056
5200,8760,ICRP Publication 145: Adult Mesh-Type Reference Co,PAEDIATRIC MESH-TYPE REFERENCE COMPUTATIONAL PHANT,0.709039,70.9%,5200 → 8760
5201,8776,IT security in secondary CS education,Poor Security and Safety,0.62451,62.5%,5201 → 8776
5206,1776,Image restoration based on sparse representation u,Experimental study of image representation spaces ,0.603059,60.3%,5206 → 1776
5209,4986,Implications of dissemination strategies on the se,CDL: Classified Distributed Learning for Detecting,0.634715,63.5%,5209 → 4986
5210,8875,Improving binary classification using filtering ba,Sentiment Classification on Suicide Notes Using BE,0.620103,62.0%,5210 → 8875
5210,9825,Improving binary classification using filtering ba,Weakly supervised veracity classification with LLM,0.620403,62.0%,5210 → 9825
5210,6968,Improving binary classification using filtering ba,Skin lesion classification system using a K-neares,0.639637,64.0%,5210 → 6968
5210,4035,Improving binary classification using filtering ba,Review of EEG-based pattern classification framewo,0.670548,67.1%,5210 → 4035
5211,8286,Improving computational fluid dynamics modeling of,Computational fluid dynamics in cardiac surgery an,0.834348,83.4%,5211 → 8286
5211,845,Improving computational fluid dynamics modeling of,Pseudo-transient computational fluid dynamics anal,0.834818,83.5%,5211 → 845
5211,507,Improving computational fluid dynamics modeling of,Analysis of Thermal Comfort Near Cold Vertical Sur,0.845429,84.5%,5211 → 507
5211,391,Improving computational fluid dynamics modeling of,Estimation of wall shear stress in bypass grafts w,0.845862,84.6%,5211 → 391
5211,311,Improving computational fluid dynamics modeling of,Use of computational fluid dynamics in hydrodynami,0.870544,87.1%,5211 → 311
5211,79,Improving computational fluid dynamics modeling of,Comparison of Supercomputers and Mini- Supercomput,0.875789,87.6%,5211 → 79
5211,3458,Improving computational fluid dynamics modeling of,Reproducible and Replicable Computational Fluid Dy,0.880547,88.1%,5211 → 3458
5211,2242,Improving computational fluid dynamics modeling of,Computational fluid dynamics modeling of combustio,0.890109,89.0%,5211 → 2242
5213,7310,Improving topic modeling through homophily for leg,"Characterization, protein modeling, and molecular ",0.601393,60.1%,5213 → 7310
5213,4233,Improving topic modeling through homophily for leg,11 Modeling,0.608652,60.9%,5213 → 4233
5213,2351,Improving topic modeling through homophily for leg,Multiscale modeling for clinical translation in ne,0.634824,63.5%,5213 → 2351
5213,6280,Improving topic modeling through homophily for leg,Time series modeling of road traffic accidents in ,0.647314,64.7%,5213 → 6280
5213,8273,Improving topic modeling through homophily for leg,Computational Synaptic Modeling of Pitch and Durat,0.675281,67.5%,5213 → 8273
5214,3288,In silico analysis of a novel causative mutation i,Computational simulations for the development of n,0.60008,60.0%,5214 → 3288
5214,8582,In silico analysis of a novel causative mutation i,Hybrid topic modeling method based on dirichlet mu,0.607553,60.8%,5214 → 8582
5214,6961,In silico analysis of a novel causative mutation i,Sensor Security,0.610466,61.0%,5214 → 6961
5214,9525,In silico analysis of a novel causative mutation i,Impostor phenomenon: a narrative review of manifes,0.880947,88.1%,5214 → 9525
5219,9219,Innovation of Enterprise Economic Management Based,Assessing ChatGPT-4’s ability to generate forensic,0.640327,64.0%,5219 → 9219
5219,5881,Innovation of Enterprise Economic Management Based,Exploration on the application of artificial intel,0.649692,65.0%,5219 → 5881
5219,4921,Innovation of Enterprise Economic Management Based,Accelerating Business Growth with Big Data and Art,0.650474,65.0%,5219 → 4921
5219,8383,Innovation of Enterprise Economic Management Based,Development of Artificial Intelligence,0.663561,66.4%,5219 → 8383
5219,6930,Innovation of Enterprise Economic Management Based,Research on the development of artificial intellig,0.68937,68.9%,5219 → 6930
5219,5819,Innovation of Enterprise Economic Management Based,Discursive framing and organizational venues: mech,0.698456,69.8%,5219 → 5819
5219,6929,Innovation of Enterprise Economic Management Based,Research on the Path of Artificial Intelligence Te,0.756113,75.6%,5219 → 6929
5219,6120,Innovation of Enterprise Economic Management Based,Research on Financial Management Innovation Based ,0.773529,77.4%,5219 → 6120
5220,8805,Inquiry-Based Python Programming at Secondary Scho,RULER: Prebugging with Proxy-Based Programming,0.614299,61.4%,5220 → 8805
5220,4768,Inquiry-Based Python Programming at Secondary Scho,Teaching Research on Computer Programming based on,0.6182,61.8%,5220 → 4768
5220,5244,Inquiry-Based Python Programming at Secondary Scho,Learning Programming using Lego Mindstorms: Analys,0.624708,62.5%,5220 → 5244
5220,7914,Inquiry-Based Python Programming at Secondary Scho,The Effects of Flipped Classroom on Learning Achie,0.630509,63.1%,5220 → 7914
5222,4223,Integral sentences and numerical comparative calcu,What Is Required for Neuronal Calcium Waves? A Num,0.605614,60.6%,5222 → 4223
5224,9326,Integrating Security in Resource-Constrained Cyber,Detecting Stealthy False Data Injections on Cyber-,0.60633,60.6%,5224 → 9326
5224,4088,Integrating Security in Resource-Constrained Cyber,Security game for cyber physical systems,0.608321,60.8%,5224 → 4088
5224,7427,Integrating Security in Resource-Constrained Cyber,Device Fingerprinting for Cyber-Physical Systems: ,0.640989,64.1%,5224 → 7427
5224,3868,Integrating Security in Resource-Constrained Cyber,Guaranteed physical security with restart-based de,0.664431,66.4%,5224 → 3868
5228,118,Interruptions: Thinking-in-Action in Teacher Educa,Conversations With Self and Settings: A Framework ,0.604556,60.5%,5228 → 118
5228,4059,Interruptions: Thinking-in-Action in Teacher Educa,Science teacher education in Malaysia: challenges ,0.60985,61.0%,5228 → 4059
5228,438,Interruptions: Thinking-in-Action in Teacher Educa,"Preservice teachers' thinking styles, dispositions",0.617118,61.7%,5228 → 438
5228,94,Interruptions: Thinking-in-Action in Teacher Educa,Restructuring Teacher Education Programs for Highe,0.641031,64.1%,5228 → 94
5228,5530,Interruptions: Thinking-in-Action in Teacher Educa,6 Computational Heterogeneity and Teacher Voice,0.672786,67.3%,5228 → 5530
5228,4021,Interruptions: Thinking-in-Action in Teacher Educa,Research That Illuminates Enduring Dilemmas in Tea,0.770185,77.0%,5228 → 4021
5229,1148,Interval-Valued Pythagorean Normal Fuzzy Informati,Qualification and quantification of fuzzy linguist,0.610999,61.1%,5229 → 1148
5229,2536,Interval-Valued Pythagorean Normal Fuzzy Informati,Bipolar-Valued Rough Fuzzy Set and Its Application,0.628393,62.8%,5229 → 2536
5229,4149,Interval-Valued Pythagorean Normal Fuzzy Informati,The Advantage of Fuzzy Regression Analysis and the,0.633003,63.3%,5229 → 4149
5229,6569,Interval-Valued Pythagorean Normal Fuzzy Informati,Constrained Pythagorean Fuzzy Sets and Its Similar,0.634599,63.5%,5229 → 6569
5230,6179,Introduction to Metamodeling for Reducing Computat,Smart model of accessibility and mobility of healt,0.604083,60.4%,5230 → 6179
5234,6952,Investigation into the security and privacy of iOS,Security and Privacy in Unified Communication,0.630741,63.1%,5234 → 6952
5234,8016,Investigation into the security and privacy of iOS,(In)visible Privacy Indicator: Security Analysis o,0.649901,65.0%,5234 → 8016
5234,6303,Investigation into the security and privacy of iOS,Understanding the Security and Privacy Advice Give,0.655887,65.6%,5234 → 6303
5234,6115,Investigation into the security and privacy of iOS,Replication: Measuring User Perceptions in Smartph,0.670702,67.1%,5234 → 6115
5234,6083,Investigation into the security and privacy of iOS,Practical Security and Privacy for Database System,0.676885,67.7%,5234 → 6083
5234,8862,Investigation into the security and privacy of iOS,Secure and Privacy-Preserving Car-Sharing Systems,0.682298,68.2%,5234 → 8862
5234,7769,Investigation into the security and privacy of iOS,Preserving Privacy and Security in Federated Learn,0.717042,71.7%,5234 → 7769
5234,3757,Investigation into the security and privacy of iOS,Consumer Attitudes Towards Privacy and Security in,0.747192,74.7%,5234 → 3757
5235,5641,Judicial analytics on trial: An assessment of lega,An analysis of the assessment criteria for learnin,0.612152,61.2%,5235 → 5641
5235,7638,Judicial analytics on trial: An assessment of lega,Integrating design thinking and agile approaches i,0.621222,62.1%,5235 → 7638
5235,5983,Judicial analytics on trial: An assessment of lega,Learning analytics in higher education: a preponde,0.623595,62.4%,5235 → 5983
5235,5166,Judicial analytics on trial: An assessment of lega,For a situational analytics: An interpretative met,0.633958,63.4%,5235 → 5166
5236,5128,"K-Correspondences, USCOs, and fixed point problems",Enhancing CFD predictions in shape design problems,0.627233,62.7%,5236 → 5128
5237,4631,Kaleido: An Efficient Out-of-core Graph Mining Sys,Non-backtracking cycles: length spectrum theory an,0.729902,73.0%,5237 → 4631
5239,1759,LGIM: A Global Selection Algorithm Based on Local ,Decoding Social Influence and the Wisdom of the Cr,0.640495,64.0%,5239 → 1759
5239,3089,LGIM: A Global Selection Algorithm Based on Local ,Real-time topic-aware influence maximization using,0.652347,65.2%,5239 → 3089
5239,4424,LGIM: A Global Selection Algorithm Based on Local ,Context-based influence maximization with privacy ,0.656467,65.6%,5239 → 4424
5239,3936,LGIM: A Global Selection Algorithm Based on Local ,Modeling and maximizing influence diffusion in soc,0.756083,75.6%,5239 → 3936
5240,8303,Large scale analysis of violent death count in dai,Considerations for the use of plausible values in ,0.606598,60.7%,5240 → 8303
5240,758,Large scale analysis of violent death count in dai,A Fast Mellin and Scale Transform,0.634185,63.4%,5240 → 758
5240,1906,Large scale analysis of violent death count in dai,A genome scale metabolic network for rice and acco,0.643975,64.4%,5240 → 1906
5243,6230,Learning Culture and Computational Thinking in a S,The Code-Centric Nature of Computational Thinking ,0.633531,63.4%,5243 → 6230
5243,6724,Learning Culture and Computational Thinking in a S,How Multidimensional is Computational Thinking Com,0.634396,63.4%,5243 → 6724
5243,5565,Learning Culture and Computational Thinking in a S,A Typology of Models for Integrating Computational,0.638913,63.9%,5243 → 5565
5243,2571,Learning Culture and Computational Thinking in a S,Computational thinking and impacts on K-12 science,0.645405,64.5%,5243 → 2571
5243,6363,Learning Culture and Computational Thinking in a S,A Guide Towards a Definition of Computational Thin,0.647504,64.8%,5243 → 6363
5243,6222,Learning Culture and Computational Thinking in a S,TechCheck-K: A Measure of Computational Thinking f,0.647823,64.8%,5243 → 6222
5243,6332,Learning Culture and Computational Thinking in a S,What Makes Computational Thinking so Troublesome?,0.673086,67.3%,5243 → 6332
5243,6351,Learning Culture and Computational Thinking in a S,A Computational Thinking Course for Pre-Service Te,0.688582,68.9%,5243 → 6351
5244,5220,Learning Programming using Lego Mindstorms: Analys,Inquiry-Based Python Programming at Secondary Scho,0.624708,62.5%,5244 → 5220
5244,7081,Learning Programming using Lego Mindstorms: Analys,Types of Errors in Block Programming: Driven by Le,0.624719,62.5%,5244 → 7081
5244,1983,Learning Programming using Lego Mindstorms: Analys,Computer Programming Goes Back to School,0.656533,65.7%,5244 → 1983
5249,7593,Low-Cost Educational Robotics Car Promotes STEM Le,How to Develop CT Skills Using Robotics Projects C,0.610629,61.1%,5249 → 7593
5249,4775,Low-Cost Educational Robotics Car Promotes STEM Le,The Design of AR-based Virtual Educational Robotic,0.610787,61.1%,5249 → 4775
5249,5803,Low-Cost Educational Robotics Car Promotes STEM Le,Developing STEM and Team-working Skills Through Co,0.61214,61.2%,5249 → 5803
5249,7806,Low-Cost Educational Robotics Car Promotes STEM Le,Repo-Educ: Repository of Educational Robotics Less,0.714714,71.5%,5249 → 7806
5249,8974,Low-Cost Educational Robotics Car Promotes STEM Le,The effects of educational robotics in STEM educat,0.744921,74.5%,5249 → 8974
5249,9369,Low-Cost Educational Robotics Car Promotes STEM Le,Educational Robotics and Agile Learning: A Review,0.776562,77.7%,5249 → 9369
5249,6621,Low-Cost Educational Robotics Car Promotes STEM Le,Developing an Interdisciplinary Curriculum for Edu,0.778679,77.9%,5249 → 6621
5250,4678,Low-cost Security for Next-generation IoT Networks,Program Analysis of Commodity IoT Applications for,0.611428,61.1%,5250 → 4678
5250,4069,Low-cost Security for Next-generation IoT Networks,Security Analysis of Contiki IoT Operating System,0.629953,63.0%,5250 → 4069
5253,9238,Machine Understandable Contracts with Deep Learnin,Bioprospecting cultivable bacteria associated with,0.603748,60.4%,5253 → 9238
5253,9015,Machine Understandable Contracts with Deep Learnin,Twitter Sarcasm Detection using Natural Language P,0.617583,61.8%,5253 → 9015
5253,6224,Machine Understandable Contracts with Deep Learnin,Text Data Augmentation for Deep Learning,0.643887,64.4%,5253 → 6224
5254,5725,Machine learning for middle-schoolers: Children as,Co-design Center for Exascale Machine Learning Tec,0.642075,64.2%,5254 → 5725
5254,4997,Machine learning for middle-schoolers: Children as,Co-Designing Machine Learning Apps in K–12 With Pr,0.647827,64.8%,5254 → 4997
5254,9548,Machine learning for middle-schoolers: Children as,Interpretable machine learning model to predict th,0.648419,64.8%,5254 → 9548
5254,5426,Machine learning for middle-schoolers: Children as,Teaching Adversarial Machine Learning: Educating t,0.649694,65.0%,5254 → 5426
5254,4123,Machine learning for middle-schoolers: Children as,Stable Teamwork Marriages in Healthcare: Applying ,0.656869,65.7%,5254 → 4123
5254,8260,Machine learning for middle-schoolers: Children as,Comparing discrete choice and machine learning mod,0.661481,66.1%,5254 → 8260
5254,6700,Machine learning for middle-schoolers: Children as,Forecasting worldwide empty container availability,0.690205,69.0%,5254 → 6700
5254,6049,Machine learning for middle-schoolers: Children as,Not all biases are bad: equitable and inequitable ,0.712372,71.2%,5254 → 6049
5259,2689,Marketing research in China during the 40-year ref,"New Year, Expanded Opportunities",0.749155,74.9%,5259 → 2689
5261,5956,Measures to safeguard food security during COVID-1,Inhibitory Potential of Phytochemicals on Interleu,0.611106,61.1%,5261 → 5956
5261,5540,Measures to safeguard food security during COVID-1,A Digital Safety Dilemma: Analysis of Computer-Med,0.618716,61.9%,5261 → 5540
5261,6814,Measures to safeguard food security during COVID-1,Molecular docking unveils the potential of androgr,0.637792,63.8%,5261 → 6814
5261,6772,Measures to safeguard food security during COVID-1,Learned lesson from COVID-19: can routine immuniza,0.704963,70.5%,5261 → 6772
5263,216,Meso–macro-scale computational analysis of boron n,Computational imagery and diagrammatic reasoning: ,0.606941,60.7%,5263 → 216
5263,5023,Meso–macro-scale computational analysis of boron n,Computational Treatments to Recover Erased Heritag,0.60773,60.8%,5263 → 5023
5263,4638,Meso–macro-scale computational analysis of boron n,On the computational realization of formal ontolog,0.66625,66.6%,5263 → 4638
5263,6176,Meso–macro-scale computational analysis of boron n,Small-scale analysis to rank municipalities requir,0.804233,80.4%,5263 → 6176
5265,6163,Mind Your Mind,Security in Brain-Computer Interfaces,0.633654,63.4%,5265 → 6163
5265,2538,Mind Your Mind,Blue Brain - The Magic of Man,0.638646,63.9%,5265 → 2538
5265,6107,Mind Your Mind,Recurrence eigenvalues of movements from brain sig,0.654781,65.5%,5265 → 6107
5265,7555,Mind Your Mind,From the appearance of “The Computer and the Brain,0.656152,65.6%,5265 → 7555
5266,2486,Modelling of flowslides and debris avalanches in n,A biomimetic study of natural attachment mechanism,0.620304,62.0%,5266 → 2486
5266,1515,Modelling of flowslides and debris avalanches in n,Computational modelling of laser treatment of plat,0.668228,66.8%,5266 → 1515
5266,3034,Modelling of flowslides and debris avalanches in n,"Microdesign using frictional, hooked, attachment m",0.685476,68.5%,5266 → 3034
5268,4385,Molecular targets and system biology approaches fo,Comparing the speed and accuracy of approaches to ,0.605536,60.6%,5268 → 4385
5268,2145,Molecular targets and system biology approaches fo,Turing versus Gödel on Computability and the Mind,0.615913,61.6%,5268 → 2145
5268,5737,Molecular targets and system biology approaches fo,Computational Approaches for Supporting Combinatio,0.648045,64.8%,5268 → 5737
5269,4353,More Than Just Good Passwords? A Study on Usabilit,Assessing the risk of default propagation in inter,0.602418,60.2%,5269 → 4353
5269,5703,More Than Just Good Passwords? A Study on Usabilit,Bits Under the Mattress: Understanding Different R,0.649257,64.9%,5269 → 5703
5274,6602,NYC CS4All: An Early Look at Teacher Implementatio,Debugging behaviors of early childhood teacher can,0.683783,68.4%,5274 → 6602
5275,3555,Named entity recognition for Chinese judgment docu,Word intuition agreement among Chinese speakers: a,0.611666,61.2%,5275 → 3555
5275,6579,Named entity recognition for Chinese judgment docu,Critical Radical Analysis Network for Chinese Char,0.631419,63.1%,5275 → 6579
5277,2210,Natural Language Processing based Stochastic Model,Bangla word clustering based on N-gram language mo,0.620119,62.0%,5277 → 2210
5277,8911,Natural Language Processing based Stochastic Model,Survey of transformers and towards ensemble learni,0.622385,62.2%,5277 → 8911
5277,6040,Natural Language Processing based Stochastic Model,Natural language processing and information retrie,0.638049,63.8%,5277 → 6040
5277,3544,Natural Language Processing based Stochastic Model,Using natural language processing for analyzing Ar,0.655613,65.6%,5277 → 3544
5283,8993,New Empiricisms in the Anthropocene: Thinking With,Thinking spatially in computational social science,0.600138,60.0%,5283 → 8993
5283,2134,New Empiricisms in the Anthropocene: Thinking With,The weak rationality principle in economics,0.655937,65.6%,5283 → 2134
5283,7882,New Empiricisms in the Anthropocene: Thinking With,Studying social networks in the age of computation,0.665419,66.5%,5283 → 7882
5283,3003,New Empiricisms in the Anthropocene: Thinking With,Installing computational social science: Facing th,0.686122,68.6%,5283 → 3003
5283,5901,New Empiricisms in the Anthropocene: Thinking With,For a heterodox computational social science,0.694951,69.5%,5283 → 5901
5284,9360,Next Bar Predictor: An Architecture in Automated M,Dynamic Music Composition System Using LSTM and Tr,0.605992,60.6%,5284 → 9360
5284,8521,Next Bar Predictor: An Architecture in Automated M,First-mover advantage in music,0.608248,60.8%,5284 → 8521
5284,8214,Next Bar Predictor: An Architecture in Automated M,CNN-LSTM based Multimodal Models for Music Generat,0.615136,61.5%,5284 → 8214
5284,7681,Next Bar Predictor: An Architecture in Automated M,MUSIB: musical score inpainting benchmark,0.626966,62.7%,5284 → 7681
5284,6492,Next Bar Predictor: An Architecture in Automated M,Automatic Music Generation: Comparing LSTM and GRU,0.669101,66.9%,5284 → 6492
5288,9303,Norms for beneficial A.I.: A computational analysi,Cross-border value-added tax fraud in the European,0.610564,61.1%,5288 → 9303
5288,3919,Norms for beneficial A.I.: A computational analysi,Longitudinal Analysis of Linguistic flexibility of,0.70455,70.5%,5288 → 3919
5289,845,Numerical study of 3-D finlets using Reynolds-aver,Pseudo-transient computational fluid dynamics anal,0.739198,73.9%,5289 → 845
5289,5211,Numerical study of 3-D finlets using Reynolds-aver,Improving computational fluid dynamics modeling of,0.741712,74.2%,5289 → 5211
5289,391,Numerical study of 3-D finlets using Reynolds-aver,Estimation of wall shear stress in bypass grafts w,0.748977,74.9%,5289 → 391
5289,507,Numerical study of 3-D finlets using Reynolds-aver,Analysis of Thermal Comfort Near Cold Vertical Sur,0.766258,76.6%,5289 → 507
5289,544,Numerical study of 3-D finlets using Reynolds-aver,Teaching Computational Fluid Dynamics Using Spread,0.768098,76.8%,5289 → 544
5289,79,Numerical study of 3-D finlets using Reynolds-aver,Comparison of Supercomputers and Mini- Supercomput,0.775476,77.5%,5289 → 79
5289,311,Numerical study of 3-D finlets using Reynolds-aver,Use of computational fluid dynamics in hydrodynami,0.784828,78.5%,5289 → 311
5289,3458,Numerical study of 3-D finlets using Reynolds-aver,Reproducible and Replicable Computational Fluid Dy,0.794811,79.5%,5289 → 3458
5291,1118,On Conducting Security Developer Studies with CS S,Negative Ion Electrospray Ionization Mass Spectrom,0.610199,61.0%,5291 → 1118
5291,3072,On Conducting Security Developer Studies with CS S,Post-Face: Cultural Studies of Numeracy,0.642194,64.2%,5291 → 3072
5292,5698,On Vulnerability and Security Log analysis,Better security through obfuscation,0.601253,60.1%,5292 → 5698
5292,7000,On Vulnerability and Security Log analysis,Sustainability is a Security Problem,0.605567,60.6%,5292 → 7000
5292,5519,On Vulnerability and Security Log analysis,iDEA: Static Analysis on the Security of Apple Ker,0.611001,61.1%,5292 → 5519
5292,4606,On Vulnerability and Security Log analysis,Managing security risks,0.616257,61.6%,5292 → 4606
5292,5992,On Vulnerability and Security Log analysis,Log Abstraction for Information Security: Heuristi,0.626862,62.7%,5292 → 5992
5292,8776,On Vulnerability and Security Log analysis,Poor Security and Safety,0.646324,64.6%,5292 → 8776
5292,5394,On Vulnerability and Security Log analysis,Security analysis of SMS as a second factor of aut,0.651894,65.2%,5292 → 5394
5292,4101,On Vulnerability and Security Log analysis,Session details: Session 3: Security and Safety An,0.760288,76.0%,5292 → 4101
5293,4720,On a Caputo conformable inclusion problem with mix,Robust uncapacitated multiple allocation hub locat,0.6078,60.8%,5293 → 4720
5293,2430,On a Caputo conformable inclusion problem with mix,The Lemon-Squeezing Problem: Analytical and Comput,0.619649,62.0%,5293 → 2430
